scenario,seed,method,chunk,phase,ari,learn_s,us_per_point,clusters
split,1,river CluStream,2,before,1.0,0.055939090001629665,223.75636000651866,3
split,1,river CluStream,3,before,1.0,0.054713907004042994,218.85562801617198,3
split,1,river CluStream,4,before,1.0,0.04037520400015637,161.5008160006255,3
split,1,river CluStream,5,before,1.0,0.035194044998206664,140.77617999282666,3
split,1,river CluStream,6,before,1.0,0.028362113000184763,113.44845200073905,3
split,1,river CluStream,7,before,1.0,0.037779024001793005,151.11609600717202,3
split,1,river CluStream,8,after,0.550454671422507,0.06793829499656567,271.7531799862627,3
split,1,river CluStream,9,after,0.5690987504974382,0.053661979000025894,214.64791600010358,3
split,1,river CluStream,10,after,0.5694833981100632,0.04480476000026101,179.21904000104405,3
split,1,river CluStream,11,after,0.5654003524423383,0.026481617998797446,105.92647199518979,3
split,1,river CluStream,12,after,0.5673663365468605,0.025989793000917416,103.95917200366966,3
split,1,river CluStream,13,after,0.5662957891249047,0.029505402002541814,118.02160801016726,3
split,1,river CluStream,14,after,0.56730759139984,0.02878201299608918,115.12805198435672,3
split,1,river CluStream,15,after,0.5555179251135237,0.04268400299770292,170.73601199081168,3
split,2,betula DenStream,0,before,0.6351718839758366,4.710799839813262e-05,0.1884319935925305,4
split,2,betula DenStream,1,before,0.6744160544049922,2.535800012992695e-05,0.1014320005197078,3
split,2,betula DenStream,2,before,0.7054104064958545,2.5026994990184903e-05,0.10010797996073961,3
split,2,betula DenStream,3,before,0.5694101584443717,2.5367000489495695e-05,0.10146800195798278,3
split,2,betula DenStream,4,before,0.5942767841382854,2.445599966449663e-05,0.09782399865798652,3
split,2,betula DenStream,5,before,0.6485420856548353,2.5007000658661127e-05,0.10002800263464451,3
split,2,betula DenStream,6,before,0.6803513215419242,2.5827997887972742e-05,0.10331199155189097,3
split,2,betula DenStream,7,before,0.6188856598764769,2.5187997380271554e-05,0.10075198952108622,3
split,2,betula DenStream,8,after,0.36770736562039935,4.5606000639963895e-05,0.18242400255985558,9
split,2,betula DenStream,9,after,0.48178570112667163,3.903299511875957e-05,0.1561319804750383,8
split,2,betula DenStream,10,after,0.5385650377684497,4.15479953517206e-05,0.1661919814068824,7
split,2,betula DenStream,11,after,0.5747657891079487,4.022599750896916e-05,0.16090399003587663,7
split,2,betula DenStream,12,after,0.701465176653441,4.005500522907823e-05,0.16022002091631293,6
split,2,betula DenStream,13,after,0.5062618492335815,4.050599818583578e-05,0.16202399274334311,5
split,2,betula DenStream,14,after,0.5370758051590708,4.022600478492677e-05,0.1609040191397071,5
split,2,betula DenStream,15,after,0.6276619663470553,4.10370048484765e-05,0.164148019393906,6
split,2,river DenStream,0,before,0.2704827921557989,0.001140123997174669,4.560495988698676,15
split,2,river DenStream,1,before,0.3024107332535241,0.001109354998334311,4.437419993337244,15
split,2,river DenStream,2,before,0.2715732517908957,0.0010625469949445687,4.250187979778275,15
split,2,river DenStream,3,before,0.27424563469947727,0.001084108000213746,4.336432000854984,15
split,2,river DenStream,4,before,0.267193098826091,0.0010734780007624067,4.293912003049627,15
split,2,river DenStream,5,before,0.25644021002048745,0.0010986960041918792,4.394784016767517,15
split,2,river DenStream,6,before,0.2861285427523318,0.0011010989983333275,4.40439599333331,15
split,2,river DenStream,7,before,0.27939354773140107,0.001106600000639446,4.426400002557784,15
split,2,river DenStream,8,after,0.9121095768934362,0.0011015109994332306,4.406043997732922,11
split,2,river DenStream,9,after,0.9531977566592676,0.0010987350033246912,4.394940013298765,11
split,2,river DenStream,10,after,0.9717422643938096,0.0011041760008083656,4.416704003233463,8
split,2,river DenStream,11,after,0.9448041669675046,0.0011011800015694462,4.404720006277785,12
split,2,river DenStream,12,after,0.9757953666533641,0.0011151959988637827,4.460783995455131,11
split,2,river DenStream,13,after,0.9661698155164778,0.0011071009939769283,4.428403975907713,11
split,2,river DenStream,14,after,0.9478124685040431,0.0011013600014848635,4.405440005939454,12
split,2,river DenStream,15,after,0.9657990416085181,0.0011046159997931682,4.418463999172673,9
split,2,betula DbStream,0,before,0.7425939725102012,0.00010465599916642532,0.41862399666570127,7
split,2,betula DbStream,1,before,0.9062863345065828,0.00011080800322815776,0.44323201291263103,4
split,2,betula DbStream,2,before,0.8788029136161816,0.00014696600555907935,0.5878640222363174,6
split,2,betula DbStream,3,before,0.8660921190582774,0.00017792399739846587,0.7116959895938635,5
split,2,betula DbStream,4,before,0.9108689146813436,0.00021647700486937538,0.8659080194775015,5
split,2,betula DbStream,5,before,0.8817327761148821,0.00023543299903394654,0.9417319961357862,6
split,2,betula DbStream,6,before,0.90938493049865,0.00028581699734786525,1.143267989391461,8
split,2,betula DbStream,7,before,0.8557910770036656,0.0003835110037471168,1.534044014988467,10
split,2,betula DbStream,8,after,0.5160725850379255,0.0001441509957658127,0.5766039830632508,19
split,2,betula DbStream,9,after,0.7688982162048016,0.0001761110033839941,0.7044440135359764,13
split,2,betula DbStream,10,after,0.7251602759372059,0.00020206000044709072,0.8082400017883629,10
split,2,betula DbStream,11,after,0.6060342914227298,0.0002603089960757643,1.0412359843030572,14
split,2,betula DbStream,12,after,0.6247101731838253,0.00023833800514694303,0.9533520205877721,11
split,2,betula DbStream,13,after,0.5813257078945662,0.00025617099890951067,1.0246839956380427,10
split,2,betula DbStream,14,after,0.4639547305321868,0.00028726999880746007,1.1490799952298403,6
split,2,betula DbStream,15,after,0.6440295448162456,0.0003586249949876219,1.4344999799504876,8
split,2,river DBSTREAM,0,before,0.2705955392983147,0.002428143998258747,9.712575993034989,16
split,2,river DBSTREAM,1,before,0.2349849402458598,0.003402936999918893,13.611747999675572,20
split,2,river DBSTREAM,2,before,0.20081156294717722,0.00418724100018153,16.74896400072612,23
split,2,river DBSTREAM,3,before,0.18176492533421804,0.0046632259982288815,18.652903992915526,24
split,2,river DBSTREAM,4,before,0.19638786605293346,0.004689303998020478,18.75721599208191,23
split,2,river DBSTREAM,5,before,0.19374326092888924,0.004785295001056511,19.141180004226044,25
split,2,river DBSTREAM,6,before,0.18323678074467992,0.0050870720006059855,20.348288002423942,26
split,2,river DBSTREAM,7,before,0.14563012458495317,0.005521257997315843,22.08503198926337,31
split,2,river DBSTREAM,8,after,0.6753292318304158,0.006673765004961751,26.695060019847006,24
split,2,river DBSTREAM,9,after,0.39788907046885114,0.008137846998579334,32.55138799431734,34
split,2,river DBSTREAM,10,after,0.3295714184928854,0.009243645996320993,36.97458398528397,32
split,2,river DBSTREAM,11,after,0.2936811253499932,0.009936939000908751,39.747756003635004,39
split,2,river DBSTREAM,12,after,0.2817591124405384,0.010238244998618029,40.952979994472116,37
split,2,river DBSTREAM,13,after,0.2560949340508414,0.010585787997115403,42.343151988461614,42
split,2,river DBSTREAM,14,after,0.26538373399400694,0.010736682001152076,42.9467280046083,44
split,2,river DBSTREAM,15,after,0.2697358404715774,0.010956325000734068,43.825300002936274,43
split,2,river CluStream,0,before,1.0,0.057435693001025356,229.74277200410143,3
split,2,river CluStream,1,before,1.0,0.07458226399467094,298.32905597868375,3
split,2,river CluStream,2,before,1.0,0.0654758460004814,261.9033840019256,3
split,2,river CluStream,3,before,1.0,0.044767038998543285,179.06815599417314,3
split,2,river CluStream,4,before,1.0,0.04066530900308862,162.6612360123545,3
split,2,river CluStream,5,before,1.0,0.034977338000317104,139.90935200126842,3
split,2,river CluStream,6,before,1.0,0.02717032299551647,108.68129198206589,3
split,2,river CluStream,7,before,1.0,0.030721448005351704,122.88579202140681,3
split,2,river CluStream,8,after,0.5738655148875739,0.06240034499933245,249.6013799973298,3
split,2,river CluStream,9,after,0.5667232825226285,0.058137300999078434,232.54920399631374,3
split,2,river CluStream,10,after,0.5688110520011491,0.04421916900173528,176.87667600694112,3
split,2,river CluStream,11,after,0.5103581124719825,0.031206699000904337,124.82679600361735,3
split,2,river CluStream,12,after,0.5072368596423548,0.031144221997237764,124.57688798895106,3
split,2,river CluStream,13,after,0.4984887139109027,0.03793883399339393,151.7553359735757,3
split,2,river CluStream,14,after,0.5650545311268891,0.0285151800053427,114.0607200213708,3
split,2,river CluStream,15,after,0.5478445026644464,0.04037841000535991,161.51364002143964,3
